16:33:09: Date [28/06/2021 16:33] added: date_ID=13
16:33:09: Another run logged to this file16:33:09: Opening the webdriver
16:33:13: Webdriver ready
16:33:13: Database connection established
16:33:14: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=1
16:33:14: Sleeping for 0.6292314096805536 seconds
16:33:15: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=2
16:33:15: Sleeping for 0.6642396060249885 seconds
16:33:16: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=3
16:33:16: Sleeping for 0.5994385774811388 seconds
16:33:17: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=4
16:33:17: Sleeping for 0.6602107736952366 seconds
16:33:18: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=5
16:33:18: Sleeping for 0.5703115905718388 seconds
16:33:20: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=6
16:33:20: Sleeping for 1.0967292961453365 seconds
16:33:21: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=7
16:33:21: Sleeping for 0.48627709036061884 seconds
16:33:22: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=8
16:33:22: Sleeping for 0.7042515851700214 seconds
16:33:24: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=9
16:33:24: Sleeping for 0.6220352492053373 seconds
16:33:25: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=10
16:33:25: Sleeping for 0.4464878488703101 seconds
16:33:26: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=11
16:33:26: Sleeping for 0.6141055126690859 seconds
16:33:27: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=12
16:33:27: Sleeping for 0.4883272945837961 seconds
16:33:28: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=13
16:33:28: Sleeping for 0.6346823997376186 seconds
16:33:29: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=14
16:33:29: Sleeping for 0.58771325934379 seconds
16:33:30: URL change  ->  https://www.cardmarket.com/en/Magic/Products/Singles/Battlebond?site=15
16:33:30: Last page reached
16:33:30: Sleeping for 1.714684399867752 seconds
